Id,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,Multifloor,IsNew,TotalSF,TotalBathrooms,Feature1,Feature2,Overall_GrLiv_Garage_Interaction,Alley,LotShape,LandContour,LotConfig,LandSlope,RoofStyle,RoofMatl,BsmtExposure,FireplaceQu,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,SalePrice
1,65.0,9.042040056544483,7,7.602900462204755,7.602900462204755,5.2832037287379885,6.561030665896573,0.0,150.0,6.75343791859778,6.75343791859778,6.75110146893676,1710,1.0,1.0986122886681098,0.6931471805599453,3,8,0.0,2003.0,2.0,6.3080984415095305,0.0,4.127134385045092,0,0,0,2,2008,0.6931471805599453,0.0,7.8504931808711405,1.5040773967762742,7.8504931808711405,14.354672295044685,6559560.0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,0,0,0,1,1,1,0,12.247694320220994
2,80.0,9.169622538697624,6,7.589335823170617,7.589335823170617,0.0,6.88653164253051,0.0,284.0,7.141245122350491,7.141245122350491,0.0,1262,0.0,1.0986122886681098,0.0,3,6,0.6931471805599453,1976.0,2.0,6.133398042996649,5.700443573390687,0.0,0,0,0,5,2007,0.0,0.0,7.83399634170946,1.252762968495368,7.83399634170946,14.729283322417508,3483120.0,-1,0,0,1,0,0,0,1,0,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.109010932687042
3,68.0,9.328212292571072,7,7.601901959875166,7.602401335665818,5.093750200806762,6.18826412308259,0.0,434.0,6.825460036255307,6.825460036255307,6.7650389767805414,1786,1.0,1.0986122886681098,0.6931471805599453,3,6,0.6931471805599453,2001.0,2.0,6.411818267709897,0.0,3.7612001156935624,0,0,0,9,2008,0.6931471805599453,0.0,7.903596289614301,1.5040773967762742,7.903596289614301,14.42627617285343,7601216.0,-1,1,0,0,0,0,0,2,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,1,12.31716669303576
4,60.0,9.164401140034737,7,7.557994958530806,7.58629630715272,0.0,5.37989735354046,0.0,540.0,6.6293632534374485,6.8690144506657065,6.6293632534374485,1717,1.0,0.6931471805599453,0.0,3,7,0.6931471805599453,1998.0,3.0,6.466144724237619,0.0,3.58351893845611,0,0,0,2,2006,0.6931471805599453,0.0,7.813591552952433,1.0986122886681098,7.813591552952433,14.213830869358715,7716198.0,-1,1,0,2,0,0,0,0,1,1,0,0,-1,-1,-1,0,1,0,1,1,1,1,11.84939770159144
5,84.0,9.565283817736766,8,7.601402334583733,7.601402334583733,5.860786223465865,6.486160788944089,0.0,490.0,7.044032897274685,7.044032897274685,6.960347729101308,2198,1.0,1.0986122886681098,0.6931471805599453,4,9,0.6931471805599453,2000.0,3.0,6.729824070489475,5.262690188904886,4.442651256490317,0,0,0,12,2008,0.6931471805599453,0.0,8.114922974204593,1.5040773967762742,8.114922974204593,14.64406281221155,14700224.0,-1,1,0,1,0,0,0,3,0,0,0,0,-1,-1,-1,0,0,0,1,1,1,1,12.429216196844383
6,85.0,9.55506418479516,5,7.597897950521784,7.59890045687141,0.0,6.597145701886651,0.0,64.0,6.680854678790215,6.680854678790215,6.340359303727752,1362,1.0,0.6931471805599453,0.6931471805599453,1,5,0.0,1993.0,2.0,6.175867270105761,3.713572066704308,3.4339872044851463,320,0,0,10,2009,0.6931471805599453,0.0,7.677400430514807,1.252762968495368,7.677400430514807,14.27799914488314,3268800.0,-1,1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,0,0,0,1,1,1,0,11.870599909242044
7,75.0,9.218804450388312,8,7.60339933974067,7.603897968521881,5.231108616854587,7.222566018822171,0.0,317.0,7.430707082545968,7.43543801981455,0.0,1694,1.0,1.0986122886681098,0.0,3,7,0.6931471805599453,2004.0,2.0,6.456769655572163,5.545177444479562,4.060443010546419,0,0,0,8,2007,0.0,0.6931471805599453,8.125926802707886,1.3862943611198906,8.125926802707886,15.033513774122781,8619072.0,-1,0,0,0,0,0,0,3,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.634603026569334
8,80.0,9.247925132303454,7,7.587817219993427,7.587817219993427,5.484796933490655,6.756932389247553,32.0,216.0,7.010311867307229,7.010311867307229,6.891625897052253,2090,1.0,1.0986122886681098,0.6931471805599453,3,7,1.0986122886681098,1973.0,2.0,6.184148890937483,5.4638318050256105,5.3230099791384085,0,0,0,11,2009,0.6931471805599453,0.0,8.0702808933939,1.5040773967762742,8.0702808933939,14.596719896583336,7080920.0,-1,1,0,2,0,0,0,2,0,0,0,0,-1,-1,0,0,0,0,1,1,1,1,12.206072645530174
9,51.0,8.71948076085107,7,7.566311014772463,7.576097340623111,0.0,0.0,0.0,952.0,6.859614903654202,6.930494765951626,6.6240652277998935,1774,0.0,1.0986122886681098,0.0,2,8,1.0986122886681098,1931.0,2.0,6.150602768446279,4.51085950651685,0.0,0,0,0,4,2008,0.6931471805599453,0.0,7.910957382845589,1.0986122886681098,7.910957382845589,14.434150225026022,5811624.0,-1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,-1,0,1,0,1,1,1,1,11.77452020265869
10,50.0,8.912069097970134,5,7.570443252057374,7.576097340623111,0.0,6.747586526829315,0.0,140.0,6.899723107284872,6.982862751468942,0.0,1077,1.0,0.6931471805599453,0.0,2,5,1.0986122886681098,1939.0,1.0,5.327876168789581,0.0,1.6094379124341003,0,0,0,1,2008,0.0,0.0,7.634820677745543,1.0986122886681098,7.634820677745543,14.47429970336546,1103925.0,-1,0,0,2,0,0,0,0,0,0,2,0,-1,-1,-1,0,0,0,0,1,1,1,11.678439903447801
11,70.0,9.32375833901174,5,7.583756300707112,7.583756300707112,0.0,6.810142450115136,0.0,134.0,6.947937068614969,6.947937068614969,0.0,1040,1.0,0.6931471805599453,0.0,3,5,0.0,1965.0,1.0,5.953243334287785,0.0,0.0,0,0,0,2,2008,0.0,0.0,7.640603826393634,1.0986122886681098,7.640603826393634,14.53022400577121,1996800.0,-1,0,0,0,0,1,0,0,-1,1,0,0,-1,-1,-1,0,0,0,0,1,1,0,11.771436160121729
12,85.0,9.386392315756542,9,7.603897968521881,7.604396348796338,5.659482215759621,6.906754778648554,0.0,177.0,7.069874128458572,7.075808863978387,7.04141166379481,2324,1.0,1.3862943611198906,0.0,4,11,1.0986122886681098,2005.0,3.0,6.602587892189336,4.997212273764115,3.091042453358316,0,0,0,7,2006,0.6931471805599453,0.6931471805599453,8.160518247477505,1.6094379124341003,8.160518247477505,14.672921819359187,15394176.0,-1,1,0,0,0,1,0,0,1,2,0,0,-1,-1,-1,1,2,0,1,1,1,1,12.751299696013497
13,72.0,9.470317173335742,5,7.5822291942764615,7.5822291942764615,0.0,6.6039438246004725,0.0,175.0,6.816735880594968,6.816735880594968,0.0,912,1.0,0.6931471805599453,0.0,2,4,0.0,1962.0,1.0,5.8664680569332965,4.948759890378168,0.0,0,176,0,9,2008,0.0,0.0,7.509335266016592,1.0986122886681098,7.509335266016592,14.397360189063514,1605120.0,-1,2,0,0,0,1,0,0,-1,1,0,0,-1,-1,-1,0,0,0,0,1,1,0,11.877568578558138
14,91.0,9.273596821611198,7,7.604396348796338,7.60489448081162,5.726847747587197,0.0,0.0,1494.0,7.3098814858247865,7.3098814858247865,0.0,1494,0.0,1.0986122886681098,0.0,3,7,0.6931471805599453,2006.0,3.0,6.734591659972948,5.081404364984463,3.5263605246161616,0,0,0,8,2007,0.0,0.6931471805599453,8.002694162283937,1.0986122886681098,8.002694162283937,14.9136090479938,8784720.0,-1,1,0,0,0,0,0,3,1,0,0,0,-1,-1,-1,1,2,0,0,1,1,1,12.540757571577291
15,73.0,9.298442820197728,6,7.581209826196346,7.581209826196346,5.3612921657094255,6.598509028614515,0.0,520.0,7.134093721192866,7.134093721192866,0.0,1253,1.0,0.6931471805599453,0.6931471805599453,2,5,0.6931471805599453,1960.0,1.0,5.8664680569332965,0.0,5.365976015021851,0,0,0,5,2008,0.0,0.0,7.826842098158293,1.252762968495368,7.826842098158293,14.713996114306568,2646336.0,-1,1,0,2,0,1,0,0,2,0,0,0,-1,1,-1,0,0,0,0,1,1,1,11.964001084330445
16,51.0,8.71948076085107,7,7.5652752818989315,7.601901959875166,0.0,0.0,0.0,832.0,6.725033642166843,6.75110146893676,0.0,854,0.0,0.6931471805599453,0.0,2,5,0.0,1991.0,2.0,6.3578422665081,3.8918202981106265,4.727387818712341,0,0,0,7,2007,0.0,0.0,7.430707082545968,0.6931471805599453,7.430707082545968,14.325235376065969,3443328.0,-1,0,0,2,0,0,0,0,-1,1,0,0,-1,2,-1,0,0,0,0,1,1,0,11.790557201568507
17,73.0,9.32741204356202,6,7.58629630715272,7.58629630715272,5.198497031265826,6.361302477572996,0.0,426.0,6.912742820493176,6.912742820493176,0.0,1004,1.0,0.6931471805599453,0.0,2,5,0.6931471805599453,1970.0,2.0,6.175867270105761,0.0,0.0,0,0,0,3,2010,0.0,0.0,7.605392364814935,1.0986122886681098,7.605392364814935,14.497536627575426,2891520.0,-1,1,0,3,0,0,0,0,0,2,0,0,-1,-1,0,0,0,0,0,1,1,1,11.911701584927597
18,72.0,9.286560397887591,4,7.584773077612199,7.584773077612199,0.0,0.0,0.0,0.0,0.0,7.167809184316444,0.0,1296,0.0,1.0986122886681098,0.0,2,6,0.0,1967.0,2.0,6.248042874508429,0.0,0.0,0,0,0,10,2006,0.0,0.0,7.167809184316444,1.0986122886681098,7.167809184316444,0.0,2674944.0,-1,0,0,0,0,0,0,4,-1,1,0,0,-1,-1,0,0,0,0,0,1,0,0,11.407564949312402
19,66.0,9.524859098381523,5,7.60339933974067,7.60339933974067,0.0,6.472346294500901,0.0,468.0,7.016609683894219,7.016609683894219,0.0,1114,1.0,0.6931471805599453,0.6931471805599453,3,6,0.0,2004.0,2.0,6.3578422665081,0.0,4.634728988229636,0,0,0,6,2008,0.0,0.0,7.709308333385869,1.252762968495368,7.709308333385869,14.618613330629044,3208320.0,-1,0,0,0,0,0,0,0,-1,1,0,0,-1,-1,-1,0,0,0,0,1,1,0,11.976659481202368
20,70.0,8.93075873555827,5,7.580189417944541,7.583756300707112,0.0,6.22455842927536,0.0,525.0,6.937314081223682,7.200424892944957,0.0,1339,0.0,0.6931471805599453,0.0,3,6,0.0,1958.0,1.0,5.68697535633982,0.0,0.0,0,0,0,5,2009,0.0,0.0,7.7702232041587855,0.6931471805599453,7.7702232041587855,14.519590754700799,1968330.0,-1,0,0,0,0,1,0,0,-1,1,0,0,-1,0,-1,2,1,0,0,1,1,0,11.842229212112828
21,101.0,9.562123369834488,8,7.603897968521881,7.604396348796338,5.942799375126701,0.0,0.0,1158.0,7.055312843339752,7.055312843339752,7.105786129481271,2376,0.0,1.3862943611198906,0.6931471805599453,4,9,0.6931471805599453,2005.0,3.0,6.74993119378857,5.484796933490655,5.043425116919247,0,0,0,11,2006,0.6931471805599453,0.6931471805599453,8.170468578330674,1.5040773967762742,8.170468578330674,14.658348057142195,16213824.0,-1,1,0,2,0,0,0,3,1,0,0,0,-1,-1,-1,1,2,0,1,1,1,1,12.692503112461443
22,57.0,8.915969311373605,7,7.565793282428515,7.576097340623111,0.0,0.0,0.0,637.0,6.45833828334479,7.011213987350367,0.0,1108,0.0,0.6931471805599453,0.0,3,6,0.6931471805599453,1930.0,1.0,5.638354669333745,0.0,0.0,0,0,0,6,2007,0.0,0.0,7.465082736399547,0.6931471805599453,7.465082736399547,14.032355112185382,2171680.0,0,0,1,0,0,0,0,0,1,1,0,0,-1,2,-1,0,0,0,0,1,1,1,11.845102777308561
23,75.0,9.184304357425342,8,7.602401335665818,7.602401335665818,5.641907070938114,0.0,0.0,1777.0,7.48324441607385,7.493317248862145,0.0,1795,0.0,1.0986122886681098,0.0,3,7,0.6931471805599453,2002.0,2.0,6.282266746896006,5.147494476813453,5.075173815233827,0,0,0,9,2008,0.0,0.0,8.181160858023409,1.0986122886681098,8.181160858023409,15.084584069121787,7668240.0,-1,0,0,0,0,1,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.345834587905333
24,44.0,8.348774539791274,5,7.589335823170617,7.589335823170617,0.0,6.734591659972948,0.0,200.0,6.947937068614969,6.966967138613983,0.0,1060,1.0,0.6931471805599453,0.0,3,6,0.6931471805599453,1976.0,2.0,6.35088571671474,4.61512051684126,4.709530201312334,0,0,0,6,2007,0.0,0.0,7.650168700845001,1.0986122886681098,7.650168700845001,14.535806357051646,3031600.0,-1,0,0,0,0,0,0,0,0,1,0,0,-1,-1,-1,0,0,0,0,1,1,1,11.77452020265869
25,72.0,9.017604776833355,5,7.585281078639126,7.601901959875166,0.0,5.241747015059643,668.0,204.0,6.966967138613983,6.966967138613983,0.0,1060,1.0,0.6931471805599453,0.0,3,6,0.6931471805599453,1968.0,1.0,5.602118820879701,6.008813185442595,4.51085950651685,0,0,0,5,2010,0.0,0.0,7.659642954564682,1.0986122886681098,7.659642954564682,14.567426993152116,1431000.0,-1,1,0,0,0,0,0,2,0,1,0,0,-1,0,-1,0,0,0,0,1,1,1,11.944707881395766
26,110.0,9.56317796268366,8,7.60489448081162,7.60489448081162,6.46302945692067,0.0,0.0,1566.0,7.356918242356021,7.3783837129967145,0.0,1600,0.0,1.0986122886681098,0.0,3,7,0.6931471805599453,2007.0,3.0,6.792344427470809,0.0,4.04305126783455,0,0,0,7,2009,0.0,0.6931471805599453,8.06054004653864,1.0986122886681098,8.06054004653864,14.96067654351824,11392000.0,-1,0,0,2,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.454103912352162
27,60.0,8.881975184248867,5,7.5766097669730375,7.601402334583733,0.0,5.459585514144159,486.0,180.0,6.803505257608338,6.803505257608338,0.0,900,0.0,0.6931471805599453,0.0,3,5,0.0,2005.0,2.0,6.3578422665081,5.407171771460119,3.4965075614664802,0,0,0,5,2010,0.0,0.0,7.496097345175956,0.9162907318741551,7.496097345175956,14.403297778421795,2592000.0,-1,0,0,2,0,0,0,2,-1,1,0,0,-1,-1,-1,0,0,0,0,1,1,0,11.811547477460344
28,98.0,9.348274558065496,8,7.60489448081162,7.605392364814935,5.303304908059076,7.105786129481271,0.0,486.0,7.4413203897176174,7.4413203897176174,0.0,1704,1.0,1.0986122886681098,0.0,3,7,0.6931471805599453,2008.0,3.0,6.650279048587422,0.0,3.9318256327243257,0,0,0,5,2010,0.0,0.6931471805599453,8.134174272137903,1.3862943611198906,8.134174272137903,15.045628480459035,10523904.0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.631340380934517
29,47.0,9.700269170029188,5,7.579678823090456,7.599901959208498,0.0,7.15305163493748,0.0,207.0,7.3031700512368,7.3783837129967145,0.0,1600,1.0,0.6931471805599453,0.0,2,6,1.0986122886681098,1957.0,1.0,5.768320995793772,5.666426688112432,5.556828061699537,0,0,0,12,2006,0.0,0.0,8.034306936339489,1.0986122886681098,8.034306936339489,14.901898094576458,2552000.0,-1,1,0,3,0,0,0,1,1,0,0,0,-1,-1,-1,0,0,0,0,1,1,1,12.24288661865289
30,60.0,8.752265313595721,4,7.564238475170491,7.576097340623111,0.0,0.0,0.0,520.0,6.255750041753367,6.255750041753367,0.0,520,0.0,0.6931471805599453,0.0,1,4,0.0,1920.0,1.0,5.484796933490655,3.912023005428146,0.0,0,0,0,5,2008,0.0,0.0,6.947937068614969,0.6931471805599453,6.947937068614969,13.829414449326073,499200.0,-1,1,0,0,0,0,0,0,-1,1,1,0,-1,-1,-1,0,0,0,0,1,1,0,11.134589024250317
31,50.0,9.04793908261736,4,7.560601162768557,7.576097340623111,0.0,0.0,0.0,649.0,6.476972362889683,6.476972362889683,6.505784060128229,1317,0.0,0.6931471805599453,0.0,3,6,0.0,1920.0,1.0,5.5254529391317835,0.0,4.007333185232471,0,0,0,7,2008,0.6931471805599453,0.0,7.584264818389059,0.6931471805599453,7.584264818389059,14.051018158431852,1317000.0,1,0,0,0,0,2,0,0,-1,1,0,1,-1,0,-1,0,0,0,1,1,1,0,10.596634733096073
